,Timestamp,SSC,SSU,Enclosure,Slot,Seagate slot,Rack unit,Unique enclosure,Rack id,slot bin hor,slot bin ver
32,2019-01-18T08:58:32-0500,9,a,1,72,71,1,1,32,14,6
33,2019-01-18T14:27:08-0500,4,g,2,8,7,5,2,16,10,1
34,2019-01-18T16:57:15-0500,4,f,4,37,36,37,8,15,3,4
35,2019-01-18T19:27:30-0500,1,a,1,40,39,1,1,1,6,4
36,2019-01-18T22:57:53-0500,6,f,3,104,103,33,7,23,2,4
37,2019-01-19T03:27:27-0500,8,b,3,31,30,33,7,29,9,3
38,2019-01-19T10:57:56-0500,2,h,3,2,1,33,7,8,4,1
39,2019-01-19T11:58:33-0500,9,a,2,47,46,5,2,32,13,4
40,2019-01-20T00:57:45-0500,4,c,4,56,55,17,4,14,10,5
41,2019-01-20T02:57:06-0500,8,d,3,55,54,33,7,30,9,5
42,2019-01-20T06:00:38-0500,10,d,2,104,103,25,6,37,2,4
43,2019-01-20T15:40:01-0500,5,b,3,75,74,33,7,17,5,7
44,2019-01-21T02:30:09-0500,1,f,4,69,68,37,8,3,11,6
45,2019-01-21T03:29:13-0500,7,f,3,50,49,33,7,27,4,5
46,2019-01-21T10:27:45-0500,10,e,3,20,19,13,3,38,10,2
47,2019-01-21T14:57:12-0500,9,g,3,6,5,13,3,35,8,1
48,2019-01-21T15:57:34-0500,7,f,2,18,17,25,6,27,8,2
49,2019-01-21T22:57:13-0500,9,g,2,32,31,5,2,35,10,3
50,2019-01-21T23:57:51-0500,7,e,4,78,77,17,4,27,8,7
51,2019-01-21T23:57:55-0500,4,b,1,25,24,21,5,13,3,3
52,2019-01-22T04:27:21-0500,4,e,2,91,90,5,2,15,9,8
53,2019-01-22T04:57:27-0500,4,d,1,41,40,21,5,14,7,4
54,2019-01-22T09:27:21-0500,9,d,2,33,32,25,6,33,11,3
55,2019-01-22T17:58:09-0500,2,b,3,24,23,33,7,5,14,2
56,2019-01-22T18:57:55-0500,4,b,4,61,60,37,8,13,3,6
57,2019-01-22T19:57:16-0500,4,f,4,66,65,37,8,15,8,6
58,2019-01-23T01:28:02-0500,5,a,1,87,86,1,1,17,5,8
59,2019-01-23T05:58:03-0500,2,d,4,21,20,37,8,6,11,2
60,2019-01-23T07:27:28-0500,7,h,3,97,96,33,7,28,1,1
61,2019-01-23T07:58:09-0500,2,b,4,19,18,37,8,5,9,2
62,2019-01-23T10:57:00-0500,4,g,4,83,82,17,4,16,13,7
63,2019-01-24T11:27:12-0500,3,f,2,44,43,25,6,11,10,4
64,2019-01-24T14:27:33-0500,1,c,1,77,76,1,1,2,7,7
65,2019-01-24T16:00:07-0500,6,g,3,87,86,13,3,24,5,8
66,2019-01-24T18:27:30-0500,1,a,2,18,17,5,2,1,8,2
67,2019-01-24T18:27:38-0500,1,h,1,44,43,21,5,4,10,4
68,2019-01-25T01:27:17-0500,9,g,4,96,95,17,4,35,14,8
69,2019-01-25T02:27:24-0500,9,f,1,21,20,21,5,34,11,2
70,2019-01-25T04:27:32-0500,1,g,2,62,61,5,2,4,4,6
71,2019-01-25T06:57:22-0500,6,a,4,97,96,17,4,21,1,1
72,2019-01-25T10:27:40-0500,10,c,4,18,17,17,4,37,8,2
73,2019-01-25T18:58:05-0500,5,a,3,31,30,13,3,17,9,3
74,2019-01-25T19:27:29-0500,2,a,1,99,98,1,1,5,1,2
75,2019-01-26T00:29:21-0500,2,a,1,35,34,1,1,5,13,3
76,2019-01-26T03:26:48-0500,6,g,1,46,45,1,1,24,12,4
77,2019-01-26T07:57:33-0500,6,e,4,66,65,17,4,23,8,6
78,2019-01-26T09:27:37-0500,3,a,4,12,11,17,4,9,14,1
79,2019-01-26T10:27:31-0500,2,g,4,10,9,17,4,8,12,1
80,2019-01-26T13:27:40-0500,7,d,1,32,31,21,5,26,10,3
81,2019-01-26T18:28:03-0500,9,c,4,84,83,17,4,33,14,7
82,2019-01-27T02:58:00-0500,4,a,4,13,12,17,4,13,3,2
83,2019-01-27T21:57:37-0500,10,a,4,61,60,17,4,36,3,6
84,2019-01-27T22:27:39-0500,10,a,1,35,34,1,1,36,13,3
85,2019-01-28T00:30:09-0500,6,g,1,22,21,1,1,24,12,2
86,2019-01-28T08:00:04-0500,7,a,1,37,36,1,1,25,3,4
87,2019-01-28T08:00:08-0500,6,g,2,7,6,5,2,24,9,1
88,2019-01-28T08:27:59-0500,4,b,1,47,46,21,5,13,13,4
89,2019-01-28T10:27:46-0500,5,g,2,39,38,5,2,20,5,4
90,2019-01-28T16:27:32-0500,2,g,2,48,47,5,2,8,14,4
91,2019-01-28T22:27:03-0500,1,c,3,53,52,13,3,2,7,5
92,2019-01-29T02:27:52-0500,6,f,3,104,103,33,7,23,2,4
93,2019-01-29T02:57:40-0500,7,d,3,95,94,33,7,26,13,8
94,2019-01-29T04:27:47-0500,5,g,2,29,28,5,2,20,7,3
95,2019-01-29T09:27:33-0500,1,f,3,7,6,33,7,3,9,1
96,2019-01-29T09:58:07-0500,2,d,4,76,75,37,8,6,6,7
97,2019-01-29T10:30:12-0500,1,f,4,69,68,37,8,3,11,6
98,2019-01-29T12:58:03-0500,9,b,2,36,35,25,6,32,14,3
99,2019-01-29T13:28:07-0500,9,c,4,84,83,17,4,33,14,7
100,2019-01-29T16:27:32-0500,2,g,1,34,33,1,1,8,12,3
101,2019-01-29T17:27:47-0500,5,g,3,100,99,13,3,20,2,2
102,2019-01-30T00:57:06-0500,3,h,2,70,69,25,6,12,12,6
103,2019-01-30T02:27:50-0500,4,c,4,102,101,17,4,14,2,3
104,2019-01-30T02:58:02-0500,4,a,2,53,52,5,2,13,7,5
105,2019-01-30T03:57:26-0500,1,b,4,34,33,37,8,1,12,3
106,2019-01-30T04:30:29-0500,7,e,2,64,63,5,2,27,6,6
107,2019-01-30T21:28:02-0500,3,g,4,80,79,17,4,12,10,7
108,2019-01-30T21:57:59-0500,7,b,2,101,100,25,6,25,1,3
109,2019-01-31T02:28:14-0500,10,g,3,84,83,13,3,39,14,7
110,2019-01-31T05:27:12-0500,3,f,3,38,37,33,7,11,4,4
111,2019-01-31T07:57:27-0500,4,e,2,94,93,5,2,15,12,8
112,2019-01-31T11:58:13-0500,2,b,2,27,26,25,6,5,5,3
113,2019-01-31T19:35:05-0500,3,b,2,77,76,25,6,9,7,7
114,2019-01-31T20:35:07-0500,7,e,3,80,79,13,3,27,10,7
115,2019-02-01T00:05:06-0500,2,c,4,8,7,17,4,6,10,1
116,2019-02-01T07:05:03-0500,9,a,4,59,58,17,4,32,13,5
117,2019-02-01T11:35:11-0500,8,d,4,97,96,37,8,30,1,1
118,2019-02-01T13:35:07-0500,7,b,1,73,72,21,5,25,3,7
119,2019-02-01T14:05:09-0500,6,g,3,87,86,13,3,24,5,8
120,2019-02-01T15:05:05-0500,3,e,4,46,45,17,4,11,12,4
121,2019-02-01T15:05:28-0500,9,f,2,94,93,25,6,34,12,8
122,2019-02-01T16:05:05-0500,1,f,4,69,68,37,8,3,11,6
123,2019-02-02T13:35:02-0500,9,b,1,74,73,21,5,32,4,7
124,2019-02-02T22:35:08-0500,8,f,4,46,45,37,8,31,12,4
125,2019-02-03T02:05:07-0500,10,f,3,97,96,33,7,38,1,1
126,2019-02-03T12:05:06-0500,10,a,4,73,72,17,4,36,3,7
127,2019-02-03T18:35:11-0500,5,b,3,102,101,33,7,17,2,3
128,2019-02-03T19:05:01-0500,10,b,1,72,71,21,5,36,14,6
129,2019-02-04T03:35:04-0500,6,a,3,18,17,13,3,21,8,2
130,2019-02-04T07:35:08-0500,10,b,3,19,18,33,7,36,9,2
131,2019-02-04T08:12:35-0500,6,g,3,87,86,13,3,24,5,8
132,2019-02-04T09:05:11-0500,4,e,2,59,58,5,2,15,13,5
133,2019-02-04T11:35:08-0500,3,d,3,105,104,33,7,10,1,5
134,2019-02-04T13:05:01-0500,10,f,2,9,8,25,6,38,11,1
135,2019-02-04T18:35:14-0500,1,f,4,69,68,37,8,3,11,6
136,2019-02-04T19:35:07-0500,9,b,3,32,31,33,7,32,10,3
137,2019-02-05T07:05:05-0500,3,f,4,9,8,37,8,11,11,1
138,2019-02-05T08:05:09-0500,3,e,1,94,93,1,1,11,12,8
139,2019-02-05T15:35:08-0500,2,d,3,94,93,33,7,6,12,8
140,2019-02-05T23:35:17-0500,2,a,3,55,54,13,3,5,9,5
141,2019-02-06T01:05:09-0500,8,e,1,95,94,1,1,31,13,8
142,2019-02-06T04:35:18-0500,9,c,4,84,83,17,4,33,14,7
143,2019-02-06T05:35:19-0500,9,d,1,88,87,21,5,33,6,8
144,2019-02-06T06:35:13-0500,10,e,2,89,88,5,2,38,7,8
145,2019-02-06T12:05:06-0500,4,d,4,36,35,37,8,14,14,3
146,2019-02-06T13:35:14-0500,4,g,2,100,99,5,2,16,2,2
147,2019-02-06T15:05:11-0500,2,c,4,8,7,17,4,6,10,1
148,2019-02-06T15:05:32-0500,9,f,3,4,3,33,7,34,6,1
149,2019-02-06T16:05:13-0500,10,d,3,89,88,33,7,37,7,8
150,2019-02-06T16:05:13-0500,7,f,3,50,49,33,7,27,4,5
151,2019-02-07T05:35:12-0500,1,b,2,18,17,25,6,1,8,2
152,2019-02-07T06:35:08-0500,5,a,2,28,27,5,2,17,6,3
153,2019-02-07T09:35:04-0500,1,h,3,49,48,33,7,4,3,5
154,2019-02-07T09:35:10-0500,1,h,2,51,50,25,6,4,5,5
155,2019-02-07T16:35:17-0500,9,d,2,2,1,25,6,33,4,1
156,2019-02-07T19:35:08-0500,8,b,1,23,22,21,5,29,13,2
157,2019-02-07T23:35:09-0500,2,c,3,60,59,13,3,6,14,5
158,2019-02-08T01:05:11-0500,7,e,2,19,18,5,2,27,9,2
159,2019-02-08T02:35:09-0500,10,b,1,72,71,21,5,36,14,6
160,2019-02-08T04:35:04-0500,10,f,2,13,12,25,6,38,3,2
161,2019-02-08T04:35:11-0500,9,a,3,13,12,13,3,32,3,2
162,2019-02-08T05:35:11-0500,3,c,3,79,78,13,3,10,9,7
163,2019-02-08T06:35:10-0500,6,e,2,49,48,5,2,23,3,5
164,2019-02-08T07:05:14-0500,2,a,1,10,9,1,1,5,12,1
165,2019-02-08T08:35:12-0500,6,a,2,72,71,5,2,21,14,6
166,2019-02-08T16:35:03-0500,1,f,4,69,68,37,8,3,11,6
167,2019-02-08T16:35:15-0500,4,f,1,21,20,21,5,15,11,2
168,2019-02-09T04:35:12-0500,7,b,4,63,62,37,8,25,5,6
169,2019-02-09T10:05:17-0500,10,c,1,100,99,1,1,37,2,2
170,2019-02-09T18:05:14-0500,5,d,2,5,4,25,6,18,7,1
171,2019-02-09T21:35:02-0500,10,b,1,72,71,21,5,36,14,6
172,2019-02-10T00:05:52-0500,9,g,3,8,7,13,3,35,10,1
173,2019-02-10T02:05:09-0500,5,a,3,65,64,13,3,17,7,6
174,2019-02-10T03:05:11-0500,6,a,4,34,33,17,4,21,12,3
175,2019-02-10T11:05:12-0500,6,f,3,104,103,33,7,23,2,4
176,2019-02-10T11:35:08-0500,1,h,3,97,96,33,7,4,1,1
177,2019-02-10T17:35:07-0500,4,h,4,102,101,37,8,16,2,3
178,2019-02-10T18:05:10-0500,3,a,2,22,21,5,2,9,12,2
179,2019-02-11T01:05:10-0500,10,b,1,72,71,21,5,36,14,6
180,2019-02-11T04:05:16-0500,7,d,1,48,47,21,5,26,14,4
181,2019-02-11T05:35:15-0500,9,b,4,9,8,37,8,32,11,1
182,2019-02-11T06:35:15-0500,10,e,1,101,100,1,1,38,1,3
183,2019-02-11T08:05:11-0500,4,g,1,9,8,1,1,16,11,1
184,2019-02-11T08:35:15-0500,1,e,1,6,5,1,1,3,8,1
185,2019-02-11T13:05:09-0500,3,f,3,5,4,33,7,11,7,1
186,2019-02-11T15:35:06-0500,5,f,2,6,5,25,6,19,8,1
187,2019-02-11T19:05:13-0500,5,c,2,2,1,5,2,18,4,1
188,2019-02-11T23:05:11-0500,3,g,2,13,12,5,2,12,3,2
189,2019-02-11T23:35:12-0500,3,c,2,52,51,5,2,10,6,5
190,2019-02-12T01:35:14-0500,1,g,2,25,24,5,2,4,3,3
191,2019-02-12T06:05:10-0500,4,g,1,61,60,1,1,16,3,6
192,2019-02-12T08:05:11-0500,10,b,1,72,71,21,5,36,14,6
193,2019-02-13T09:05:13-0500,4,d,3,10,9,33,7,14,12,1
194,2019-02-13T09:35:14-0500,8,d,4,97,96,37,8,30,1,1
195,2019-02-13T21:05:17-0500,2,g,1,91,90,1,1,8,9,8
196,2019-02-13T23:35:12-0500,4,d,2,25,24,25,6,14,3,3
197,2019-02-14T05:35:15-0500,8,d,3,25,24,33,7,30,3,3
198,2019-02-14T11:35:15-0500,7,b,4,5,4,37,8,25,7,1
199,2019-02-14T20:05:15-0500,5,c,2,3,2,5,2,18,5,1
200,2019-02-14T20:35:22-0500,6,g,2,71,70,5,2,24,13,6
201,2019-02-14T22:05:11-0500,4,g,3,86,85,13,3,16,4,8
202,2019-02-14T22:05:13-0500,3,a,2,86,85,5,2,9,4,8
203,2019-02-14T23:05:16-0500,6,a,2,13,12,5,2,21,3,2
204,2019-02-15T07:05:15-0500,7,g,4,52,51,17,4,28,6,5
205,2019-02-15T08:35:19-0500,6,d,4,39,38,37,8,22,5,4
206,2019-02-15T15:05:14-0500,5,g,4,7,6,17,4,20,9,1
207,2019-02-15T15:05:21-0500,6,d,3,24,23,33,7,22,14,2
208,2019-02-15T22:30:23-0500,6,c,3,18,17,13,3,22,8,2
209,2019-02-15T23:05:20-0500,9,e,4,22,21,17,4,34,12,2
210,2019-02-16T03:05:26-0500,9,d,2,4,3,25,6,33,6,1
211,2019-02-16T22:05:13-0500,8,e,1,14,13,1,1,31,4,2
212,2019-02-17T01:05:17-0500,4,e,1,65,64,1,1,15,7,6
213,2019-02-17T05:05:09-0500,10,b,3,10,9,33,7,36,12,1
214,2019-02-17T09:05:16-0500,6,h,4,27,26,37,8,24,5,3
215,2019-02-17T09:35:19-0500,9,a,1,4,3,1,1,32,6,1
216,2019-02-17T11:30:23-0500,6,c,3,47,46,13,3,22,13,4
217,2019-02-17T14:05:16-0500,3,a,4,12,11,17,4,9,14,1
218,2019-02-17T15:35:18-0500,8,b,1,90,89,21,5,29,8,8
219,2019-02-17T19:05:14-0500,10,a,2,32,31,5,2,36,10,3
220,2019-02-17T20:05:29-0500,1,a,1,4,3,1,1,1,6,1
221,2019-02-17T20:35:13-0500,3,g,3,59,58,13,3,12,13,5
222,2019-02-18T02:35:11-0500,6,d,2,12,11,25,6,22,14,1
223,2019-02-18T03:05:22-0500,6,f,4,104,103,37,8,23,2,4
224,2019-02-18T04:05:19-0500,1,c,3,92,91,13,3,2,10,8
225,2019-02-18T06:35:19-0500,5,g,2,99,98,5,2,20,1,2
226,2019-02-18T07:05:26-0500,1,e,4,76,75,17,4,3,6,7
227,2019-02-18T07:05:27-0500,5,d,1,67,66,21,5,18,9,6
228,2019-02-18T09:35:23-0500,3,d,1,1,0,21,5,10,3,1
229,2019-02-18T10:05:26-0500,1,e,2,7,6,5,2,3,9,1
230,2019-02-18T16:05:46-0500,9,g,2,60,59,5,2,35,14,5
231,2019-02-19T03:05:15-0500,10,a,4,61,60,17,4,36,3,6
232,2019-02-19T03:35:14-0500,10,b,2,45,44,25,6,36,11,4
233,2019-02-19T16:05:19-0500,7,a,1,22,21,1,1,25,12,2
234,2019-02-20T01:35:18-0500,3,b,1,54,53,21,5,9,8,5
235,2019-02-20T05:05:15-0500,10,f,1,59,58,21,5,38,13,5
236,2019-02-20T07:05:18-0500,3,a,3,10,9,13,3,9,12,1
237,2019-02-20T19:35:15-0500,1,c,1,19,18,1,1,2,9,2
238,2019-02-20T21:05:21-0500,1,c,3,48,47,13,3,2,14,4
239,2019-02-21T00:05:13-0500,1,d,1,89,88,21,5,2,7,8
240,2019-02-21T03:05:19-0500,2,d,1,61,60,21,5,6,3,6
241,2019-02-21T06:05:42-0500,9,f,3,24,23,33,7,34,14,2
242,2019-02-21T07:35:21-0500,7,a,1,14,13,1,1,25,4,2
243,2019-02-21T09:35:24-0500,7,f,3,50,49,33,7,27,4,5
244,2019-02-21T11:35:19-0500,7,g,3,13,12,13,3,28,3,2
245,2019-02-21T15:05:27-0500,10,d,1,68,67,21,5,37,10,6
246,2019-02-21T15:35:17-0500,5,e,2,98,97,5,2,19,2,1
247,2019-02-22T22:35:16-0500,3,c,1,9,8,1,1,10,11,1
248,2019-02-23T00:05:19-0500,2,g,1,102,101,1,1,8,2,3
249,2019-02-23T09:35:21-0500,4,a,2,23,22,5,2,13,13,2
250,2019-02-23T17:35:17-0500,10,a,4,12,11,17,4,36,14,1
251,2019-02-23T17:49:26-0500,9,g,1,10,9,1,1,35,12,1
252,2019-02-23T20:35:32-0500,1,b,2,72,71,25,6,1,14,6
253,2019-02-24T02:05:21-0500,1,c,4,84,83,17,4,2,14,7
254,2019-02-24T03:05:16-0500,3,c,4,5,4,17,4,10,7,1
255,2019-02-24T08:05:24-0500,6,a,4,99,98,17,4,21,1,2
256,2019-02-24T11:35:15-0500,1,a,3,7,6,13,3,1,9,1
257,2019-02-24T14:05:24-0500,7,f,3,40,39,33,7,27,6,4
258,2019-02-24T15:05:20-0500,7,c,2,52,51,5,2,26,6,5
259,2019-02-24T21:35:25-0500,6,f,3,104,103,33,7,23,2,4
260,2019-02-25T02:05:25-0500,7,d,1,49,48,21,5,26,3,5
261,2019-02-25T07:35:27-0500,6,g,2,90,89,5,2,24,8,8
262,2019-02-25T09:35:24-0500,6,h,1,13,12,21,5,24,3,2
263,2019-02-25T10:35:24-0500,10,a,3,31,30,13,3,36,9,3
264,2019-02-25T10:55:58-0500,10,a,2,32,31,5,2,36,10,3
265,2019-02-25T12:26:47-0500,5,d,1,67,66,21,5,18,9,6
266,2019-02-25T20:27:20-0500,6,c,2,83,82,5,2,22,13,7
267,2019-02-26T00:25:25-0500,10,c,4,25,24,17,4,37,3,3
268,2019-02-26T02:27:25-0500,7,d,4,2,1,37,8,26,4,1
269,2019-02-26T09:26:54-0500,5,e,1,68,67,1,1,19,10,6
270,2019-02-26T09:27:37-0500,7,f,3,93,92,33,7,27,11,8
271,2019-02-26T09:55:26-0500,2,h,2,42,41,25,6,8,8,4
272,2019-02-26T09:57:24-0500,6,d,3,76,75,33,7,22,6,7
273,2019-02-26T10:55:28-0500,10,e,3,60,59,13,3,38,14,5
274,2019-02-26T11:05:46-0500,10,a,3,31,30,13,3,36,9,3
275,2019-02-26T11:25:31-0500,2,c,2,88,87,5,2,6,6,8
276,2019-02-26T11:26:58-0500,6,g,2,75,74,5,2,24,5,7
277,2019-02-26T11:27:38-0500,7,f,3,50,49,33,7,27,4,5
278,2019-02-26T15:56:45-0500,6,b,4,77,76,37,8,21,7,7
279,2019-02-26T16:56:55-0500,6,b,4,76,75,37,8,21,6,7
280,2019-02-26T19:56:59-0500,6,e,4,63,62,17,4,23,5,6
281,2019-02-26T21:25:46-0500,1,e,4,88,87,17,4,3,6,8
282,2019-02-26T21:26:53-0500,6,e,2,2,1,5,2,23,4,1
283,2019-02-26T21:56:53-0500,7,c,2,11,10,5,2,26,13,1
284,2019-02-27T01:27:21-0500,7,a,1,37,36,1,1,25,3,4
285,2019-02-27T01:59:26-0500,9,g,2,45,44,5,2,35,11,4
286,2019-02-27T02:25:44-0500,3,b,2,77,76,25,6,9,7,7
287,2019-02-27T03:57:27-0500,6,c,2,14,13,5,2,22,4,2
288,2019-02-27T08:29:30-0500,8,f,2,35,34,25,6,31,13,3
289,2019-02-27T16:55:30-0500,10,d,3,89,88,33,7,37,7,8
290,2019-02-27T17:29:59-0500,9,a,3,100,99,13,3,32,2,2
291,2019-02-27T17:56:54-0500,4,g,3,86,85,13,3,16,4,8
292,2019-02-27T18:58:49-0500,9,b,3,13,12,33,7,32,3,2
293,2019-02-27T22:56:59-0500,6,e,2,2,1,5,2,23,4,1
294,2019-02-28T03:55:34-0500,2,b,3,6,5,33,7,5,8,1
295,2019-02-28T03:56:53-0500,6,f,3,104,103,33,7,23,2,4
296,2019-02-28T06:55:31-0500,2,h,2,42,41,25,6,8,8,4
297,2019-02-28T15:27:26-0500,4,f,1,70,69,21,5,15,12,6
298,2019-02-28T15:56:56-0500,4,g,4,48,47,17,4,16,14,4
299,2019-02-28T18:55:30-0500,10,e,3,79,78,13,3,38,9,7
300,2019-02-28T19:25:32-0500,1,h,2,12,11,25,6,4,14,1
301,2019-03-01T01:27:39-0500,7,f,4,71,70,37,8,27,13,6
302,2019-03-01T03:57:27-0500,7,b,2,20,19,25,6,25,10,2
303,2019-03-01T03:59:13-0500,8,f,1,99,98,21,5,31,1,2
304,2019-03-01T07:55:28-0500,1,b,2,15,14,25,6,1,5,2
305,2019-03-01T13:25:37-0500,2,b,2,61,60,25,6,5,3,6
306,2019-03-01T14:55:31-0500,2,e,4,104,103,17,4,7,2,4
307,2019-03-01T17:59:17-0500,9,h,3,12,11,33,7,35,14,1
308,2019-03-01T22:56:53-0500,4,f,4,7,6,37,8,15,9,1
309,2019-03-01T23:25:34-0500,2,g,4,93,92,17,4,8,11,8
310,2019-03-02T04:28:50-0500,9,b,3,2,1,33,7,32,4,1
311,2019-03-02T04:55:29-0500,10,c,1,30,29,1,1,37,8,3
312,2019-03-02T12:27:33-0500,5,c,2,66,65,5,2,18,8,6
313,2019-03-02T15:59:01-0500,8,c,3,24,23,13,3,30,14,2
314,2019-03-02T21:25:26-0500,2,a,4,88,87,17,4,5,6,8
315,2019-03-02T23:57:19-0500,5,a,3,65,64,13,3,17,7,6
316,2019-03-03T19:58:03-0500,2,d,4,49,48,37,8,6,3,5
317,2019-03-04T05:55:34-0500,2,c,4,78,77,17,4,6,8,7
318,2019-03-04T09:26:59-0500,6,h,2,83,82,25,6,24,13,7
319,2019-03-04T11:07:52-0500,4,g,2,7,6,5,2,16,9,1
320,2019-03-04T11:27:44-0500,7,d,1,10,9,21,5,26,12,1
321,2019-03-04T17:55:30-0500,1,g,4,105,104,17,4,4,1,5
322,2019-03-04T21:25:26-0500,2,e,4,98,97,17,4,7,2,1
323,2019-03-04T23:26:58-0500,7,c,3,27,26,13,3,26,5,3
324,2019-03-05T01:27:10-0500,8,a,2,97,96,5,2,29,1,1
325,2019-03-05T04:57:27-0500,6,d,2,52,51,25,6,22,6,5
326,2019-03-05T07:30:16-0500,9,f,4,2,1,37,8,34,4,1
327,2019-03-05T11:17:12-0500,2,b,4,45,44,37,8,5,11,4
328,2019-03-05T11:17:47-0500,9,c,4,37,36,17,4,33,3,4
329,2019-03-05T11:17:47-0500,3,b,4,37,36,37,8,9,3,4
330,2019-03-05T11:18:04-0500,3,d,2,62,61,25,6,10,4,6
331,2019-03-05T11:18:11-0500,8,d,1,71,70,21,5,30,13,6
332,2019-03-05T11:18:29-0500,8,e,1,71,70,1,1,31,13,6
333,2019-03-05T11:18:41-0500,5,b,4,88,87,37,8,17,6,8
334,2019-03-05T12:18:33-0500,5,b,2,69,68,25,6,17,11,6
335,2019-03-05T12:47:35-0500,10,f,2,97,96,25,6,38,1,1
336,2019-03-05T12:47:55-0500,5,f,2,71,70,25,6,19,13,6
337,2019-03-05T12:49:27-0500,3,h,4,60,59,37,8,12,14,5
338,2019-03-05T13:47:39-0500,2,e,1,91,90,1,1,7,9,8
339,2019-03-05T15:48:09-0500,2,g,1,22,21,1,1,8,12,2
340,2019-03-05T16:47:35-0500,9,e,2,24,23,5,2,34,14,2
341,2019-03-05T17:17:32-0500,6,d,3,36,35,33,7,22,14,3
342,2019-03-05T18:19:02-0500,2,d,4,23,22,37,8,6,13,2
343,2019-03-05T19:47:45-0500,5,d,1,93,92,21,5,18,11,8
344,2019-03-05T21:48:23-0500,2,c,3,35,34,13,3,6,13,3
345,2019-03-05T22:16:53-0500,1,f,4,40,39,37,8,3,6,4
346,2019-03-06T04:47:06-0500,5,g,2,85,84,5,2,20,3,8
347,2019-03-06T08:47:09-0500,6,e,1,13,12,1,1,23,3,2
348,2019-03-06T09:17:04-0500,2,b,2,21,20,25,6,5,11,2
349,2019-03-06T14:44:08-0500,7,a,1,37,36,1,1,25,3,4
350,2019-03-06T23:18:57-0500,4,h,1,90,89,21,5,16,8,8
351,2019-03-07T00:46:33-0500,1,b,2,15,14,25,6,1,5,2
352,2019-03-07T02:18:01-0500,9,h,2,69,68,25,6,35,11,6
353,2019-03-07T02:46:53-0500,9,g,4,9,8,17,4,35,11,1
354,2019-03-07T03:18:24-0500,2,c,1,15,14,1,1,6,5,2
355,2019-03-07T03:19:30-0500,7,f,2,47,46,25,6,27,13,4
356,2019-03-07T06:17:45-0500,5,d,2,105,104,25,6,18,1,5
357,2019-03-07T07:17:06-0500,1,c,4,84,83,17,4,2,14,7
358,2019-03-07T10:19:29-0500,3,h,2,13,12,25,6,12,3,2
359,2019-03-07T11:16:56-0500,1,f,4,40,39,37,8,3,6,4
360,2019-03-07T11:17:07-0500,7,e,4,16,15,17,4,27,6,2
361,2019-03-07T11:17:37-0500,3,b,4,37,36,37,8,9,3,4
362,2019-03-07T11:18:22-0500,7,d,4,33,32,37,8,26,11,3
363,2019-03-07T13:47:33-0500,1,g,3,96,95,13,3,4,14,8
364,2019-03-07T13:48:20-0500,3,a,1,93,92,1,1,9,11,8
